Designator,Mid X,Mid Y,Rotation,Layer
D50,87.2658,-168.9106,90.0,top
D51,89.8146,-168.9094,90.0,top
D52,92.3624,-168.9094,90.0,top
D53,94.9024,-168.9094,90.0,top
D54,97.4424,-168.9094,90.0,top
D55,99.9824,-168.9094,90.0,top
D56,102.5224,-168.9094,90.0,top
D57,105.0624,-168.9094,90.0,top
D58,107.6024,-168.9094,90.0,top
D59,110.1424,-168.9094,90.0,top
D6,51.7312,-151.13,90.0,top
D60,112.6824,-168.9094,90.0,top
D61,72.06,-115.824,270.0,bottom
D62,69.52,-115.79,90.0,bottom
D63,63.424,-115.79,270.0,bottom
D64,60.884,-115.79,90.0,bottom
D65,66.98,-120.65,270.0,bottom
D66,63.551,-120.65,90.0,bottom
D67,69.52,-120.65,90.0,bottom
D68,72.06,-120.65,270.0,bottom
D69,60.757,-120.65,270.0,bottom
D7,54.2712,-151.13,90.0,top
D70,109.6896,-150.6888,180.0,bottom
D71,106.35,-184.15,180.0,top
D72,106.35,-181.61,180.0,top
D73,91.11,-181.61,180.0,top
D74,91.11,-184.15,180.0,top
D75,75.87,-184.15,180.0,top
D76,75.87,-181.61,180.0,top
D77,60.63,-181.61,180.0,top
D78,60.63,-184.15,180.0,top
D79,45.39,-184.15,180.0,top
D8,56.8112,-151.13,90.0,top
D80,45.3894,-181.61,180.0,top
D81,45.39,-135.89,180.0,top
D82,45.39,-138.43,180.0,top
D83,60.63,-138.43,180.0,top
D84,60.63,-135.89,180.0,top
D85,75.87,-135.89,180.0,top
D86,75.87,-138.43,180.0,top
D87,91.11,-138.43,180.0,top
D88,91.11,-135.89,180.0,top
D89,106.35,-135.89,180.0,top
D9,59.3512,-151.13,90.0,top
D90,106.35,-138.43,180.0,top
D91,49.4032,-115.1382,0.0,bottom
E1,41.4656,-168.4942,180.0,bottom
F5,55.0796,-168.4942,180.0,bottom
FID1,47.93,-179.07,0.0,top
FID2,47.93,-179.07,180.0,bottom
FID3,103.81,-179.07,180.0,bottom
FID4,42.85,-111.76,180.0,bottom
FID5,103.81,-179.07,0.0,top
FID6,104.572,-107.696,0.0,top
G1,95.9996,-168.4942,180.0,bottom
H1,109.7132,-168.4942,180.0,bottom
I1,68.7176,-150.6908,180.0,bottom
J1,92.38,-121.285,180.0,top
J14,55.296,-106.5784,0.0,top
J4,75.87,-160.02,0.0,top
J5,110.0015,-111.9435,135.0,top
J6,68.6696,-168.4942,180.0,bottom
J7,38.903974,-109.1692,225.0,top
JP1,87.7264,-138.9888,90.0,bottom
JP10,87.681,-133.9596,90.0,bottom
JP13,94.5136,-138.9634,90.0,bottom
JP14,93.015,-138.9634,90.0,bottom
JP2,89.225,-138.9888,90.0,bottom
JP3,93.015,-133.985,90.0,bottom
JP4,57.836,-115.79,270.0,bottom
JP5,37.262,-124.841,0.0,bottom
JP7,94.5136,-133.985,90.0,bottom
JP8,57.709,-120.777,90.0,bottom
JP9,89.1796,-133.9596,90.0,bottom
K1,82.3596,-168.4942,180.0,bottom
L1,82.3216,-150.6908,180.0,bottom
R1,60.757,-179.07,0.0,bottom
R10,44.882,-134.108,270.0,bottom
R12,110.795,-124.968,352.5,bottom
R13,49.962,-134.11,90.0,bottom
R14,46.914,-134.11,270.0,bottom
R15,49.962,-136.396,90.0,bottom
R16,48.438,-136.396,90.0,bottom
R17,46.914,-138.682,90.0,bottom
R18,49.962,-138.682,90.0,bottom
R19,46.914,-136.396,90.0,bottom
R2,105.588,-118.745,347.5,bottom
R20,48.438,-138.682,90.0,bottom
R21,41.834,-138.682,270.0,bottom
R22,43.358,-138.682,270.0,bottom
R23,44.882,-138.682,270.0,bottom
R24,43.231,-116.713,90.0,bottom
R25,42.215,-116.710999,90.0,bottom
R26,68.885,-132.458999,90.0,bottom
R27,67.615,-132.461,90.0,bottom
R3,108.763,-117.602,280.0,bottom
R4,91.11,-179.07,0.0,bottom
R5,104.826,-114.808,115.0,bottom
R6,41.834,-134.11,270.0,bottom
R8,43.358,-134.11,270.0,bottom
SW1,110.0076,-111.9378,135.0,bottom
SW2,37.388,-120.936,0.0,top
TP10,52.248,-105.664,180.0,bottom
TP11,50.978,-105.664,180.0,bottom
TP12,49.708,-105.664,180.0,bottom
TP13,35.88,-117.094,270.0,bottom
TP14,35.865,-115.316,0.0,bottom
TP15,116.51,-141.605,90.0,bottom
TP17,35.23,-141.605,0.0,bottom
TP20,95.936,-106.426,0.0,top
TP21,55.296,-110.998,0.0,top
TP22,58.09,-128.27,0.0,bottom
TP23,58.09,-106.542937,0.0,bottom
TP5,80.442,-119.634,180.0,bottom
TP6,80.442,-117.602,180.0,bottom
TP7,45.898,-105.664,180.0,bottom
TP8,47.168,-105.664,180.0,bottom
TP9,53.518,-105.664,180.0,bottom
U1,80.442,-122.428,90.0,top
U10,45.517,-121.985,270.0,bottom
U11,75.87,-134.685,270.0,bottom
U2,76.784,-182.372,0.0,bottom
U3,43.678,-129.4185,90.0,bottom
U4,60.63,-182.626,180.0,bottom
U5,49.0832,-129.4185,90.0,bottom
U6,91.11,-182.753,180.0,bottom
U7,60.376,-134.62,270.0,bottom
U8,100.635,-110.49,270.0,bottom
U9,105.837,-126.492,0.0,top
Y1,114.947,-120.439,90.0,bottom
